name_of_listing,listing_id,city,state,country,bedrooms,bathrooms,beds,accommodation_total,host_name,host_id,latitude,longitude,room_type,picture_url,ratings,listing_amenities,_id
The Birdhouse- Nature Retreat Minutes to Downtown,674698064559273944,Fayetteville,Arkansas,United States,1 bedroom,1 bath,2 beds,$68, Nicholas,470440825,36.085,-94.09878,Entire guesthouse hosted by Nicholas,https://a0.muscache.com/im/pictures/miso/Hosting-674698064559273944/original/b00c61c0-66b1-4f59-b792-fb262d4e2f05.png?im_w=720,Cleanliness; Accuracy; Communication; Location; Check-in; Value; review_count,Scenic views; Entertainment; Heating and cooling; Home safety; Internet and office; Kitchen and dining; Outdoor; Parking and facilities; Services; Not included
Modern Fayetteville Studio,23448982,Fayetteville,Arkansas,United States,Studio,1 bath,2 beds,$77, Colton,40398938,36.04892,-94.16966,Entire guest suite hosted by Colton,https://a0.muscache.com/im/pictures/144f9699-bc47-41bc-ade1-0e1007846b55.jpg?im_w=720,Cleanliness; Accuracy; Communication; Location; Check-in; Value; review_count,Bathroom; Bedroom and laundry; Entertainment; Heating and cooling; Home safety; Internet and office; Kitchen and dining; Location features; Outdoor; Parking and facilities; Services; Not included
Hilltop Haven - Located in the HEART of Fayetteville - FIVE Minutes from DT and U of A!,53473394,Fayetteville,Arkansas,United States,3 bedrooms,2.5 baths,3 beds,, Cohobnb,72787555,36.08048,-94.15397,Entire townhouse hosted by Cohobnb,https://a0.muscache.com/im/pictures/prohost-api/Hosting-53473394/original/d1d2ba39-5adb-432c-b18c-e8714013e09a.jpeg?im_w=720,Cleanliness; Accuracy; Communication; Location; Check-in; Value; review_count,Bathroom; Bedroom and laundry; Entertainment; Family; Heating and cooling; Home safety; Internet and office; Kitchen and dining; Location features; Outdoor; Parking and facilities; Services; Not included
Private & quiet cabin with easy access to Fay!,49774982,Fayetteville,Arkansas,United States,2 bedrooms,1 bath,2 beds,$69, Blake,264707921,36.14081,-94.02819,Entire cabin hosted by Blake,https://a0.muscache.com/im/pictures/12a4d26b-bc82-494b-9f11-a69cc7b07f1d.jpg?im_w=720,Cleanliness; Accuracy; Communication; Location; Check-in; Value; review_count,Bathroom; Bedroom and laundry; Entertainment; Heating and cooling; Home safety; Internet and office; Kitchen and dining; Outdoor; Parking and facilities; Services; Not included
NEW | Remodeled Cottage | Near Fayetteville Square,,Fayetteville,Arkansas,United States,2 bedrooms,1 bath,2 beds,$92, Isaac,358214991,36.05265,-94.15157,Entire bungalow hosted by Isaac,https://a0.muscache.com/im/pictures/miso/Hosting-624833173578559252/original/e6e5c4e1-3b8e-4d9a-9b99-d923a009a8c5.jpeg?im_w=720,Cleanliness; Accuracy; Communication; Location; Check-in; Value; review_count,Bathroom; Bedroom and laundry; Entertainment; Heating and cooling; Home safety; Internet and office; Kitchen and dining; Location features; Outdoor; Parking and facilities; Services; Not included
Mt Sequoyah luxury smart Bungalow / opt e-bikes,49376196,Fayetteville,Arkansas,United States,1 bedroom,1 bath,2 beds,$99, Roy,162106281,36.0649,-94.1512,Entire serviced apartment hosted by Roy,https://a0.muscache.com/im/pictures/5a1faf57-ea5d-4236-ad2a-d16ca3d4a799.jpg?im_w=720,Cleanliness; Accuracy; Communication; Location; Check-in; Value; review_count,Scenic views; Bathroom; Bedroom and laundry; Entertainment; Family; Heating and cooling; Home safety; Internet and office; Kitchen and dining; Location features; Outdoor; Parking and facilities; Services; Not included
Minutes from UofA - Three bedroom modern Rowhouse,,Fayetteville,Arkansas,United States,3 bedrooms,2.5 baths,3 beds,$159, Fred,95728613,36.07133,-94.22269,Entire home hosted by Fred,https://a0.muscache.com/im/pictures/6d02985a-5b38-4ead-b2f1-22ba40dd7a43.jpg?im_w=720,Cleanliness; Accuracy; Communication; Location; Check-in; Value; review_count,Bathroom; Bedroom and laundry; Entertainment; Heating and cooling; Home safety; Internet and office; Kitchen and dining; Location features; Parking and facilities; Services; Not included
South E Fay Avenue Studio Quiet and Private,,Fayetteville,Arkansas,United States,Studio,1 bath,1 bed,$77, Devin,75019401,36.05585,-94.13422,Entire guest suite hosted by Devin,https://a0.muscache.com/im/pictures/6de40b59-047e-4596-8164-e1f54b0ada8d.jpg?im_w=720,Cleanliness; Accuracy; Communication; Location; Check-in; Value; review_count,Bedroom and laundry; Entertainment; Heating and cooling; Home safety; Internet and office; Outdoor; Parking and facilities; Services; Not included
Peaceful Place in East Fayetteville,,Fayetteville,Arkansas,United States,1 bedroom,1 private bath,1 bed,$45, Alisha,156806061,36.10047,-94.12974,Private room in home hosted by Alisha,https://a0.muscache.com/im/pictures/miso/Hosting-43716122/original/889478df-24de-4437-a22a-42ffadec3a76.jpeg?im_w=720,Cleanliness; Accuracy; Communication; Location; Check-in; Value; review_count,Bathroom; Bedroom and laundry; Entertainment; Heating and cooling; Home safety; Internet and office; Kitchen and dining; Outdoor; Parking and facilities; Services; Not included
Cottage on Center | Remodeled | Walk Downtown,,Fayetteville,Arkansas,United States,2 bedrooms,1 bath,2 beds,$118, Niles,289734110,36.06146,-94.1553,Entire home hosted by Niles,https://a0.muscache.com/im/pictures/miso/Hosting-53782879/original/3f007a23-e58f-4dad-9df5-d69e93b03d23.jpeg?im_w=720,Cleanliness; Accuracy; Communication; Location; Check-in; Value; review_count,Bathroom; Bedroom and laundry; Entertainment; Heating and cooling; Home safety; Internet and office; Kitchen and dining; Location features; Outdoor; Parking and facilities; Services
Superb location *Walk everywhere*,742178917213539309,Fayetteville,Arkansas,United States,1 bedroom,1 bath,1 bed,$106, Nat,24462521,36.0626,-94.1658,Entire rental unit hosted by Nat,https://a0.muscache.com/im/pictures/miso/Hosting-742178917213539309/original/a59552ad-e7a4-42b2-af23-d097b45fbcba.jpeg?im_w=720,,Entertainment; Heating and cooling; Home safety; Internet and office; Kitchen and dining; Parking and facilities; Services; Not included
The Old Mainstay  Near Razorback Stadium  3 BR,,Fayetteville,Arkansas,United States,3 bedrooms,1 bath,4 beds,$117, Katie,474232760,36.05694,-94.18777,Entire home hosted by Katie,https://a0.muscache.com/im/pictures/miso/Hosting-592570386922810187/original/c2f2d08f-fed7-4878-abc4-fb5e9847e6fa.jpeg?im_w=720,Cleanliness; Accuracy; Communication; Location; Check-in; Value; review_count,Bathroom; Bedroom and laundry; Entertainment; Family; Heating and cooling; Home safety; Internet and office; Kitchen and dining; Outdoor; Parking and facilities; Services; Not included
The Birch -South Fay- 1 Mi to Downtown,725440606777544374,Fayetteville,Arkansas,United States,3 bedrooms,2.5 baths,3 beds,$103, Cohobnb,72787555,36.0556,-94.16653,Entire home hosted by Cohobnb,https://a0.muscache.com/im/pictures/prohost-api/Hosting-725440606777544374/original/9e874969-de96-44bf-b036-74481bf4d362.jpeg?im_w=720,,Bathroom; Bedroom and laundry; Entertainment; Family; Heating and cooling; Home safety; Internet and office; Kitchen and dining; Location features; Outdoor; Parking and facilities; Services; Not included
In the heart of FAY-1mi to DT/ 1.5mi to university,,Fayetteville,Arkansas,United States,3 bedrooms,2 baths,4 beds,$99, Skyler,101667495,36.05594,-94.15452,Entire home hosted by Skyler,https://a0.muscache.com/im/pictures/miso/Hosting-709411032261086275/original/efb60d75-2029-47cd-bea0-53652569c1e0.jpeg?im_w=720,Cleanliness; Accuracy; Communication; Location; Check-in; Value; review_count,Bathroom; Bedroom and laundry; Entertainment; Family; Heating and cooling; Home safety; Internet and office; Kitchen and dining; Outdoor; Parking and facilities; Services; Not included
Sunset House B: 1 block from U of A. Sleeps 4.,,Fayetteville,Arkansas,United States,1 bedroom,1 bath,2 beds,$95, Anita,276350618,36.0755,-94.181,Entire home hosted by Anita,https://a0.muscache.com/im/pictures/miso/Hosting-597243445914628443/original/bbf378f2-6398-45c7-9057-eae37b9676a2.jpeg?im_w=720,Cleanliness; Accuracy; Communication; Location; Check-in; Value; review_count,Bathroom; Bedroom and laundry; Entertainment; Family; Heating and cooling; Home safety; Internet and office; Kitchen and dining; Location features; Outdoor; Parking and facilities; Services; Not included
Dickson St. Chalet *Historic Home *Walk to Dickson,,Fayetteville,Arkansas,United States,2 bedrooms,1 bath,2 beds,$121, Susanne,99131471,36.0687,-94.16248,Entire home hosted by Susanne,https://a0.muscache.com/im/pictures/miso/Hosting-655020750475459917/original/d29f290c-44f6-4c96-a57d-23c8f8c7b778.jpeg?im_w=720,Cleanliness; Accuracy; Communication; Location; Check-in; Value; review_count,Bathroom; Bedroom and laundry; Entertainment; Heating and cooling; Home safety; Internet and office; Kitchen and dining; Location features; Parking and facilities; Services; Not included
CHEERY 1 bd/1ba with NO STAIRS & remote workspace,51865827,Fayetteville,Arkansas,United States,1 bedroom,1 bath,1 bed,$91, Phyllis,138444776,36.0847,-94.1752,Entire condo hosted by Phyllis,https://a0.muscache.com/im/pictures/41e584a4-1ede-4e88-9766-cd1deef37719.jpg?im_w=720,Cleanliness; Accuracy; Communication; Location; Check-in; Value; review_count,Bathroom; Bedroom and laundry; Entertainment; Family; Heating and cooling; Home safety; Internet and office; Kitchen and dining; Location features; Parking and facilities; Services; Not included
Downtown Maple Alley,53080876,Fayetteville,Arkansas,United States,2 bedrooms,2 baths,2 beds,$129, Melissa,78499306,36.06926,-94.15943,Entire condo hosted by Melissa,https://a0.muscache.com/im/pictures/miso/Hosting-53080876/original/fb7bd7e2-1e10-4341-872e-439ba159a608.jpeg?im_w=720,Cleanliness; Accuracy; Communication; Location; Check-in; Value; review_count,Bathroom; Bedroom and laundry; Entertainment; Heating and cooling; Home safety; Internet and office; Kitchen and dining; Location features; Outdoor; Parking and facilities; Services
The Mimosa House - Centrally Located - Quick Access to U of A,747730945374896214,Fayetteville,Arkansas,United States,2 bedrooms,2 baths,2 beds,, Trova Vacation Rentals,74186731,36.10428,-94.15202,Entire home hosted by Trova Vacation Rentals,https://a0.muscache.com/im/pictures/prohost-api/Hosting-747730945374896214/original/45485749-f595-4cc4-ba94-3004a2fd41b4.jpeg?im_w=720,,Bathroom; Bedroom and laundry; Entertainment; Heating and cooling; Home safety; Internet and office; Kitchen and dining; Location features; Outdoor; Parking and facilities; Services; Not included
The Razorback Retreat,43203663,Fayetteville,Arkansas,United States,1 bedroom,1 bath,1 bed,$96, Meredith,47769212,36.05591,-94.15756,Entire cottage hosted by Meredith,https://a0.muscache.com/im/pictures/10684efd-3f0c-4ca7-b467-9182d622abc2.jpg?im_w=720,Cleanliness; Accuracy; Communication; Location; Check-in; Value; review_count,Bathroom; Bedroom and laundry; Entertainment; Heating and cooling; Home safety; Internet and office; Kitchen and dining; Location features; Parking and facilities; Services; Not included
The Nest: Forest Getaway on Mt Kessler near U of A,53463673,Fayetteville,Arkansas,United States,1 bedroom,1 bath,2 beds,$65, Rachel,59032214,36.04517,-94.22013,Entire guest suite hosted by Rachel,https://a0.muscache.com/im/pictures/miso/Hosting-53463673/original/4d78bd89-8dc1-4581-8f4f-575ab6532171.jpeg?im_w=720,Cleanliness; Accuracy; Communication; Location; Check-in; Value; review_count,Scenic views; Bathroom; Bedroom and laundry; Entertainment; Family; Heating and cooling; Home safety; Internet and office; Kitchen and dining; Location features; Outdoor; Parking and facilities; Services; Not included
Private guest house,,Fayetteville,Arkansas,United States,1 bedroom,1 bath,1 bed,$99, Jack,103748692,36.10053,-94.25037,Entire guesthouse hosted by Jack,https://a0.muscache.com/im/pictures/02f7e267-5fc5-475d-9b94-1519922dc635.jpg?im_w=720,Cleanliness; Accuracy; Communication; Location; Check-in; Value; review_count,Bathroom; Bedroom and laundry; Entertainment; Heating and cooling; Home safety; Internet and office; Kitchen and dining; Location features; Outdoor; Parking and facilities; Services; Not included
Serene On Maple - Close to DT and U of A,711099622300301229,Fayetteville,Arkansas,United States,2 bedrooms,2 baths,2 beds,$120, Weekender Management,122126893,36.07044,-94.14996,Entire home hosted by Weekender Management,https://a0.muscache.com/im/pictures/prohost-api/Hosting-711099622300301229/original/21355dbc-e0ea-4bde-87bf-e94487e08e35.jpeg?im_w=720,Cleanliness; Accuracy; Communication; Location; Check-in; Value; review_count,Bathroom; Bedroom and laundry; Entertainment; Heating and cooling; Home safety; Internet and office; Kitchen and dining; Location features; Outdoor; Parking and facilities; Services; Not included
Charming duplex w/natural touches by downtown Fay,40160288,Fayetteville,Arkansas,United States,2 bedrooms,1 bath,2 beds,$84, Davis And Niki,71192718,36.07854,-94.24535,Entire home hosted by Davis And Niki,https://a0.muscache.com/im/pictures/1c1ed83e-054a-4e98-97f1-d98f72b883d8.jpg?im_w=720,Cleanliness; Accuracy; Communication; Location; Check-in; Value; review_count,Bathroom; Bedroom and laundry; Entertainment; Heating and cooling; Home safety; Internet and office; Kitchen and dining; Location features; Outdoor; Parking and facilities; Services; Not included
Luxury Art Filled Condo with Unbelievable Views,,Fayetteville,Arkansas,United States,Studio,1 bath,1 bed,$126, Donna,23833353,36.06575,-94.16606,Entire condo hosted by Donna,https://a0.muscache.com/im/pictures/1566beb7-b3fd-4afe-bdc5-311b18ca3555.jpg?im_w=720,Cleanliness; Accuracy; Communication; Location; Check-in; Value; review_count,Bathroom; Bedroom and laundry; Entertainment; Heating and cooling; Home safety; Internet and office; Kitchen and dining; Outdoor; Parking and facilities; Services; Not included
Charming Pvt Historic District Apartment,14782648,Fayetteville,Arkansas,United States,1 bedroom,1 bath,1 bed,$80, Roxanne,69852440,36.07323,-94.14988,Entire rental unit hosted by Roxanne,https://a0.muscache.com/im/pictures/9d5a3288-9be5-4e32-86f0-775e5ae209bc.jpg?im_w=720,Cleanliness; Accuracy; Communication; Location; Check-in; Value; review_count,Bathroom; Bedroom and laundry; Entertainment; Heating and cooling; Home safety; Internet and office; Kitchen and dining; Location features; Outdoor; Parking and facilities; Services; Not included
The 1925 - Downtown Fay - Walk Everywhere!,45116807,Fayetteville,Arkansas,United States,2 bedrooms,1 bath,2 beds,$100, Cohobnb,72787555,36.06309,-94.1607,Entire rental unit hosted by Cohobnb,https://a0.muscache.com/im/pictures/714349d0-8182-4d16-9d31-f71a4cee60f8.jpg?im_w=720,Cleanliness; Accuracy; Communication; Location; Check-in; Value; review_count,Bathroom; Bedroom and laundry; Entertainment; Heating and cooling; Home safety; Internet and office; Kitchen and dining; Location features; Outdoor; Parking and facilities; Services; Not included
The Saffron at Uptown Fayetteville,38954199,Fayetteville,Arkansas,United States,1 bedroom,1 bath,1 bed,$126, Uptown,191596074,36.12389,-94.15783,Entire rental unit hosted by Uptown,https://a0.muscache.com/im/pictures/39bb6724-6064-40a8-8e3e-e34ec0ef4fa0.jpg?im_w=720,Cleanliness; Accuracy; Communication; Location; Check-in; Value; review_count,Bathroom; Bedroom and laundry; Entertainment; Heating and cooling; Home safety; Internet and office; Kitchen and dining; Outdoor; Parking and facilities; Services; Not included
Your NWA Getaway! Clean & Cozy- Close to U of A!,38210207,Fayetteville,Arkansas,United States,3 bedrooms,2.5 baths,4 beds,$77, Enc,189446635,36.06172,-94.19865,Entire home hosted by Enc,https://a0.muscache.com/im/pictures/fa50f1a4-9b07-4c5a-ae1a-b81d14bf036a.jpg?im_w=720,Cleanliness; Accuracy; Communication; Location; Check-in; Value; review_count,Scenic views; Bathroom; Bedroom and laundry; Entertainment; Family; Heating and cooling; Home safety; Internet and office; Kitchen and dining; Location features; Outdoor; Parking and facilities; Services; Not included
Fayetteville Sweet Spot 3,42327186,Fayetteville,Arkansas,United States,2 bedrooms,1.5 baths,2 beds,$89, Amy/Donny,197344993,36.0874,-94.17346,Entire townhouse hosted by Amy/Donny,https://a0.muscache.com/im/pictures/miso/Hosting-42327186/original/291664c3-8725-4785-a7fe-8f840d4d5e42.jpeg?im_w=720,Cleanliness; Accuracy; Communication; Location; Check-in; Value; review_count,Bathroom; Bedroom and laundry; Entertainment; Heating and cooling; Home safety; Internet and office; Kitchen and dining; Location features; Outdoor; Parking and facilities; Services; Not included
Apt Near downtown in Historic dist.,3162211,Fayetteville,Arkansas,United States,1 bedroom,1 bath,1 bed,$90, Lisa,14812062,36.06971,-94.14947,Entire rental unit hosted by Lisa,https://a0.muscache.com/im/pictures/58af128e-ebaf-4615-8b6d-6b3b6b35b39e.jpg?im_w=720,Cleanliness; Accuracy; Communication; Location; Check-in; Value; review_count,Bathroom; Bedroom and laundry; Entertainment; Heating and cooling; Home safety; Internet and office; Kitchen and dining; Outdoor; Parking and facilities; Services; Not included
*NEW* East Fayetteville Retreat | King Beds| Quiet,,Fayetteville,Arkansas,United States,3 bedrooms,1 bath,3 beds,$111, Susanne,99131471,36.05841,-94.12317,Entire home hosted by Susanne,https://a0.muscache.com/im/pictures/miso/Hosting-653582040078337548/original/9d6fe213-3812-4e6f-9cf6-c75031317874.jpeg?im_w=720,Cleanliness; Accuracy; Communication; Location; Check-in; Value; review_count,Bathroom; Bedroom and laundry; Entertainment; Heating and cooling; Home safety; Internet and office; Kitchen and dining; Parking and facilities; Services; Not included
Casa Azul a small house.,,Fayetteville,Arkansas,United States,1 bedroom,1 bath,2 beds,$127, Dwelling Places,343871922,36.05298,-94.15818,Entire home hosted by Dwelling Places,https://a0.muscache.com/im/pictures/miso/Hosting-581901316300799215/original/aab32e9a-caf3-4209-995a-01ad41ee7aa0.jpeg?im_w=720,Cleanliness; Accuracy; Communication; Location; Check-in; Value; review_count,Bathroom; Bedroom and laundry; Entertainment; Heating and cooling; Home safety; Internet and office; Kitchen and dining; Outdoor; Parking and facilities; Services; Not included
The Hogspitality House - 5 min to U of Arkansas!,644208794795195293,Fayetteville,Arkansas,United States,3 bedrooms,1.5 baths,3 beds,$121, John,110959374,36.04394,-94.18837,Entire home hosted by John,https://a0.muscache.com/im/pictures/miso/Hosting-644208794795195293/original/df11c6c9-f6a6-425e-aafe-f80937851599.jpeg?im_w=720,Cleanliness; Accuracy; Communication; Location; Check-in; Value; review_count,Bathroom; Bedroom and laundry; Entertainment; Heating and cooling; Home safety; Internet and office; Kitchen and dining; Outdoor; Parking and facilities; Services; Not included
Apt on Town Square - Ultimate DT Fay Location!,13278355,Fayetteville,Arkansas,United States,1 bedroom,1 bath,1 bed,$87, Cohobnb,72787555,36.0639,-94.1614,Entire rental unit hosted by Cohobnb,https://a0.muscache.com/im/pictures/prohost-api/Hosting-13278355/original/df71dc13-49ea-4b7e-9c35-9508dec60799.jpeg?im_w=720,Cleanliness; Accuracy; Communication; Location; Check-in; Value; review_count,Bathroom; Bedroom and laundry; Heating and cooling; Home safety; Internet and office; Kitchen and dining; Location features; Outdoor; Parking and facilities; Services; Not included
The Tusky Hideaway,722642632976828973,Fayetteville,Arkansas,United States,1 bedroom,1 bath,2 beds,$127, Lindsey,96613077,36.05989,-94.16674,Entire townhouse hosted by Lindsey,https://a0.muscache.com/im/pictures/prohost-api/Hosting-722642632976828973/original/a9fc1886-fd03-46ed-9f48-29baea5ed1b3.jpeg?im_w=720,,Bathroom; Bedroom and laundry; Entertainment; Heating and cooling; Home safety; Internet and office; Kitchen and dining; Location features; Parking and facilities; Services; Not included
Heart of UofA Condo Pool & Biking the Greenway!,18931904,Fayetteville,Arkansas,United States,2 bedrooms,2 baths,2 beds,$90, Anne,244199208,36.09201,-94.17333,Entire condo hosted by Anne,https://a0.muscache.com/im/pictures/c97cfa5f-b7be-48b8-8e3b-697bc822b993.jpg?im_w=720,Cleanliness; Accuracy; Communication; Location; Check-in; Value; review_count,Scenic views; Bathroom; Bedroom and laundry; Entertainment; Family; Heating and cooling; Home safety; Internet and office; Kitchen and dining; Location features; Outdoor; Parking and facilities; Services; Not included
Renovated Cozy Cottage Near UofA,,Fayetteville,Arkansas,United States,1 bedroom,1 bath,1 bed,$134, Kevan & Ashley,179264272,36.07653,-94.15227,Entire home hosted by Kevan & Ashley,https://a0.muscache.com/im/pictures/b727c988-dead-4d5c-b995-c46d1cccfefa.jpg?im_w=720,Cleanliness; Accuracy; Communication; Location; Check-in; Value; review_count,Bathroom; Bedroom and laundry; Entertainment; Heating and cooling; Home safety; Internet and office; Kitchen and dining; Location features; Outdoor; Parking and facilities; Services; Not included
Boutique Art House in Downtown Fayetteville,49160343,Fayetteville,Arkansas,United States,3 bedrooms,3 baths,3 beds,$244, Gabe And Hayden,58356117,36.06976,-94.14848,Entire home hosted by Gabe And Hayden,https://a0.muscache.com/im/pictures/miso/Hosting-49160343/original/ed124d1c-7655-4d6c-bd2e-5ae30ccdf1a0.jpeg?im_w=720,Cleanliness; Accuracy; Communication; Location; Check-in; Value; review_count,Bathroom; Bedroom and laundry; Entertainment; Family; Heating and cooling; Home safety; Internet and office; Kitchen and dining; Location features; Outdoor; Parking and facilities; Services
Scarbrough Place - Large Bedroom,30933601,Fayetteville,Arkansas,United States,1 bedroom,1 private bath,1 bed,$45, Linda,36477766,36.08176,-94.19114,Private room in home hosted by Linda,https://a0.muscache.com/im/pictures/e1baf549-027b-412c-898b-8601cfc163ba.jpg?im_w=720,Cleanliness; Accuracy; Communication; Location; Check-in; Value; review_count,Bathroom; Bedroom and laundry; Family; Heating and cooling; Home safety; Internet and office; Kitchen and dining; Location features; Outdoor; Parking and facilities; Services; Not included
 Cozy Dwntwn Studio! Walk to square/Dickson/UofA,52010452,Fayetteville,Arkansas,United States,Studio,1 bath,1 bed,$92, Fernando,25332426,36.06127,-94.16087,Entire rental unit hosted by Fernando,https://a0.muscache.com/im/pictures/5a13bd95-e3d8-4f05-8fe6-c1b352142cd1.jpg?im_w=720,Cleanliness; Accuracy; Communication; Location; Check-in; Value; review_count,Bathroom; Bedroom and laundry; Entertainment; Heating and cooling; Home safety; Internet and office; Kitchen and dining; Location features; Parking and facilities; Services; Not included
The Mimosa House - Centrally Located - Quick Access to U of A,747730945374896214,Fayetteville,Arkansas,United States,2 bedrooms,2 baths,2 beds,, Trova Vacation Rentals,74186731,36.10428,-94.15202,Entire home hosted by Trova Vacation Rentals,https://a0.muscache.com/im/pictures/prohost-api/Hosting-747730945374896214/original/45485749-f595-4cc4-ba94-3004a2fd41b4.jpeg?im_w=720,,Bathroom; Bedroom and laundry; Entertainment; Heating and cooling; Home safety; Internet and office; Kitchen and dining; Location features; Outdoor; Parking and facilities; Services; Not included
 Cozy Dwntwn Studio! Walk to square/Dickson/UofA,52010452,Fayetteville,Arkansas,United States,Studio,1 bath,1 bed,$92, Fernando,25332426,36.06127,-94.16087,Entire rental unit hosted by Fernando,https://a0.muscache.com/im/pictures/5a13bd95-e3d8-4f05-8fe6-c1b352142cd1.jpg?im_w=720,Cleanliness; Accuracy; Communication; Location; Check-in; Value; review_count,Bathroom; Bedroom and laundry; Entertainment; Heating and cooling; Home safety; Internet and office; Kitchen and dining; Location features; Parking and facilities; Services; Not included
Cozy 2-bedroom residential home in Fayetteville,,Fayetteville,Arkansas,United States,2 bedrooms,1 bath,2 beds,$77, Kathy,421113198,36.04739,-94.17568,Entire home hosted by Kathy,https://a0.muscache.com/im/pictures/miso/Hosting-52001634/original/2ebe2d3c-eb32-412f-98d1-155c1b1e987c.jpeg?im_w=720,Cleanliness; Accuracy; Communication; Location; Check-in; Value; review_count,Bathroom; Bedroom and laundry; Entertainment; Heating and cooling; Home safety; Internet and office; Kitchen and dining; Outdoor; Parking and facilities; Services; Not included
The Wanderer - Walk To Downtown - On Bike Trail,50181728,Fayetteville,Arkansas,United States,1 bedroom,1 bath,2 beds,$143, Stay NWA,48180434,36.0607,-94.16656,Entire rental unit hosted by Stay NWA,https://a0.muscache.com/im/pictures/prohost-api/Hosting-50181728/original/fa8d131c-19f3-4888-a8e3-9abb8217788f.jpeg?im_w=720,Cleanliness; Accuracy; Communication; Location; Check-in; Value; review_count,Bathroom; Bedroom and laundry; Entertainment; Heating and cooling; Home safety; Internet and office; Kitchen and dining; Location features; Outdoor; Parking and facilities; Services; Not included
The Loft On Campus | Parking for 2 | Walk Everywhere,50332122,Fayetteville,Arkansas,United States,2 bedrooms,2.5 baths,3 beds,$199, Pink Door BnB,258807739,36.06718,-94.16595,Entire condo hosted by Pink Door BnB,https://a0.muscache.com/im/pictures/prohost-api/Hosting-50332122/original/49f36710-d8d7-4be2-87d0-7356a524f190.jpeg?im_w=720,Cleanliness; Accuracy; Communication; Location; Check-in; Value; review_count,Bathroom; Bedroom and laundry; Entertainment; Family; Heating and cooling; Home safety; Internet and office; Kitchen and dining; Location features; Parking and facilities; Services; Not included
"Tiny ""Amp House"" featured on Tiny House Nation",48147845,Fayetteville,Arkansas,United States,1 bedroom,1 bath,1 bed,$172, Asha,8380861,36.05655,-94.1558,Tiny home hosted by Asha,https://a0.muscache.com/im/pictures/7ac8ab81-b577-41dd-9bf9-93be58e49c97.jpg?im_w=720,Cleanliness; Accuracy; Communication; Location; Check-in; Value; review_count,Bathroom; Bedroom and laundry; Entertainment; Heating and cooling; Internet and office; Kitchen and dining; Location features; Outdoor; Parking and facilities; Services; Not included
Tune into the 80's - Apt at the Heart of NWA,,Springdale,Arkansas,United States,1 bedroom,1 bath,1 bed,$76, Wes,56851534,36.15212,-94.17372,Entire home hosted by Wes,https://a0.muscache.com/im/pictures/miso/Hosting-654211659789818776/original/e30ef82a-961a-4ba3-9cdc-d6b26a8a201d.jpeg?im_w=720,Cleanliness; Accuracy; Communication; Location; Check-in; Value; review_count,Bathroom; Bedroom and laundry; Entertainment; Heating and cooling; Home safety; Internet and office; Kitchen and dining; Location features; Outdoor; Parking and facilities; Services; Not included
NEW! Fayetteville Condo w/ Grill < 1 Mi to U of A!,738042493297803112,Fayetteville,Arkansas,United States,2 bedrooms,1.5 baths,2 beds,$101, Evolve,122380652,36.07905,-94.16746,Entire condo hosted by Evolve,https://a0.muscache.com/im/pictures/prohost-api/Hosting-738042493297803112/original/3b6b24c3-1a09-45ca-9c3d-01667e6de663.jpeg?im_w=720,,Bathroom; Bedroom and laundry; Entertainment; Heating and cooling; Home safety; Internet and office; Kitchen and dining; Location features; Outdoor; Parking and facilities; Services; Not included
Entertainment House near trail UofA has grill,47908800,Fayetteville,Arkansas,United States,3 bedrooms,2.5 baths,4 beds,$83, Yuhui,386162658,36.08913,-94.20319,Entire home hosted by Yuhui,https://a0.muscache.com/im/pictures/a783049d-d75b-458a-b657-c11337bea87b.jpg?im_w=720,Cleanliness; Accuracy; Communication; Location; Check-in; Value; review_count,Bathroom; Bedroom and laundry; Entertainment; Family; Heating and cooling; Home safety; Internet and office; Kitchen and dining; Location features; Outdoor; Parking and facilities; Services
STYLISH 3BD HOME ~ WALK TO THE UNIV. OF ARKANSAS!!,51536226,Fayetteville,Arkansas,United States,3 bedrooms,2.5 baths,3 beds,, Rabbu,395614,36.0743,-94.1734,Entire home hosted by Rabbu,https://a0.muscache.com/im/pictures/3feddc08-36dd-4ee0-82d7-e59427cc102d.jpg?im_w=720,Cleanliness; Accuracy; Communication; Location; Check-in; Value; review_count,Bathroom; Bedroom and laundry; Entertainment; Heating and cooling; Home safety; Internet and office; Kitchen and dining; Location features; Parking and facilities; Services; Not included
Historic downtown 1 bedrm. Treehouse,14070816,Fayetteville,Arkansas,United States,1 bedroom,1 bath,1 bed,$95, Lisa,14812062,36.07084,-94.14959,Entire rental unit hosted by Lisa,https://a0.muscache.com/im/pictures/955de743-980c-45f8-97da-bd38359d203f.jpg?im_w=720,Cleanliness; Accuracy; Communication; Location; Check-in; Value; review_count,Bathroom; Bedroom and laundry; Entertainment; Heating and cooling; Home safety; Internet and office; Kitchen and dining; Outdoor; Parking and facilities; Services; Not included
 The Old Wire House ,51432997,Fayetteville,Arkansas,United States,2 bedrooms,2 baths,2 beds,$121, Hallie,90844953,36.09217,-94.1405,Entire home hosted by Hallie,https://a0.muscache.com/im/pictures/miso/Hosting-51432997/original/24cd151a-de31-44b6-a5f9-0476e0a6484e.jpeg?im_w=720,Cleanliness; Accuracy; Communication; Location; Check-in; Value; review_count,Bathroom; Bedroom and laundry; Entertainment; Family; Heating and cooling; Home safety; Internet and office; Kitchen and dining; Outdoor; Parking and facilities; Services; Not included
